CHA,CHB
3.36,-0.04
3.40,-0.04
3.36,-0.00
3.40,-0.00
3.36,-0.04
3.36,-0.00
3.36,-0.04
3.36,-0.04
3.40,-0.00
3.40,-0.00
3.36,-0.00
3.40,-0.04
3.40,-0.00
3.36,-0.04
3.40,-0.04
3.40,-0.00
3.40,-0.04
3.40,-0.04
3.36,-0.00
3.36,-0.04
3.36,-0.04
3.40,-0.04
3.40,-0.00
3.40,-0.04
3.40,-0.00
3.40,-0.00
3.36,-0.04
0.12,-0.00
0.12,-0.04
0.04,-0.04
0.12,-0.00
0.12,-0.00
0.08,-0.04
0.04,-0.04
0.08,-0.00
0.04,-0.04
0.08,-0.04
0.08,-0.00
0.04,-0.04
0.04,-0.04
0.08,-0.00
0.08,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,0.47
0.08,1.98
0.08,2.66
0.04,2.98
0.08,3.14
0.04,3.22
0.08,3.22
0.04,3.26
0.04,3.30
0.04,3.26
0.04,3.30
0.04,3.30
0.04,3.30
0.08,3.26
0.08,3.30
0.04,3.30
0.08,3.30
0.08,3.30
0.04,3.34
0.04,3.34
0.04,3.30
0.04,3.30
0.04,3.34
0.08,3.30
0.04,3.30
0.08,-0.00
0.04,0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
-0.00,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,0.47
0.04,1.98
0.04,2.62
0.04,2.98
0.04,3.18
0.04,3.22
0.04,3.26
0.04,3.30
0.04,3.30
0.04,3.30
0.04,3.30
0.04,3.30
0.04,3.30
0.08,3.30
0.04,3.34
0.04,3.30
0.04,3.30
0.04,3.34
0.04,3.30
0.04,3.30
0.04,3.34
0.04,3.30
0.04,3.30
0.04,3.34
0.04,3.34
0.08,-0.00
0.08,0.04
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
-0.00,-0.04
0.04,0.51
0.08,1.98
0.04,2.66
0.04,2.98
0.04,3.18
-0.00,3.22
0.04,3.30
0.08,3.30
0.04,3.30
0.04,3.30
0.04,3.34
0.04,3.30
0.04,3.34
0.04,3.30
0.04,3.30
0.04,3.30
-0.00,3.30
0.04,3.30
0.04,3.30
0.04,3.34
0.12,3.34
0.04,3.30
0.04,3.30
0.04,3.34
0.04,3.30
0.04,-0.00
0.08,0.04
0.04,-0.00
0.04,0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
-0.00,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,0.51
0.04,1.98
0.04,2.66
0.04,2.98
0.04,3.18
0.04,3.22
0.04,3.30
0.04,3.30
0.04,3.26
0.04,3.30
0.04,3.30
-0.00,3.30
0.08,3.30
0.04,3.30
0.04,3.34
0.04,3.30
0.04,3.30
0.04,3.34
0.04,3.34
0.04,3.30
0.04,3.30
0.08,3.34
0.04,3.34
0.04,3.30
0.08,3.34
0.08,0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.08,-0.00
-0.00,-0.00
0.08,-0.00
-0.00,-0.00
-0.00,-0.04
0.04,-0.00
-0.00,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
-0.00,-0.04
0.04,-0.04
0.04,-0.00
0.08,0.51
0.04,1.98
0.04,2.66
0.04,2.98
0.04,3.14
0.04,3.22
-0.00,3.26
0.04,3.26
0.04,3.30
0.04,3.30
0.04,3.30
0.04,3.30
0.04,3.30
0.04,3.34
0.04,3.30
0.04,3.34
0.04,3.34
0.04,3.30
0.08,3.34
-0.00,3.30
0.04,3.34
0.04,3.30
-0.00,3.34
0.04,3.30
0.04,3.34
0.04,-0.00
0.04,0.04
0.04,0.04
-0.00,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
-0.00,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,0.51
0.04,1.98
0.04,2.66
0.04,2.98
0.04,3.18
0.04,3.22
0.04,3.30
0.04,3.30
-0.00,3.30
-0.00,3.30
0.04,3.30
0.04,3.34
0.04,3.34
-0.00,3.30
0.04,3.34
0.04,3.34
0.04,3.30
0.04,3.30
-0.00,3.30
0.04,3.30
0.04,3.30
0.04,3.34
-0.00,3.34
0.04,3.34
0.04,3.34
0.04,-0.00
0.08,0.04
0.04,0.04
-0.00,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
-0.00,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
-0.00,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
-0.00,-0.08
-0.00,0.43
0.04,1.98
0.04,2.66
0.04,2.98
0.04,3.14
0.04,3.26
0.04,3.30
0.04,3.26
0.08,3.30
0.04,3.30
0.04,3.30
0.04,3.30
0.04,3.30
0.04,3.34
0.04,3.34
0.04,3.30
0.04,3.30
0.04,3.34
0.04,3.34
0.04,3.34
0.04,3.34
0.04,3.30
-0.00,3.30
0.04,3.34
0.04,3.34
0.08,-0.00
0.04,0.04
0.08,0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
-0.00,-0.08
0.04,-0.00
0.08,0.04
-0.00,-0.04
0.08,-0.00
0.08,0.04
-0.00,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
-0.00,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
-0.00,-0.08
0.04,-0.00
0.04,0.51
0.04,2.02
-0.00,2.66
0.04,2.98
0.04,3.18
0.04,3.26
0.04,3.26
0.04,3.30
0.08,3.34
0.04,3.30
0.04,3.30
0.04,3.34
0.04,3.30
0.04,3.30
0.04,3.34
0.04,3.34
0.04,3.30
0.04,3.34
-0.00,3.34
0.04,3.34
0.04,3.34
0.04,3.34
0.04,3.34
0.04,3.34
0.04,3.34
0.04,-0.00
0.04,0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
-0.00,-0.00
0.12,-0.00
0.08,-0.04
0.12,-0.00
0.12,-0.00
0.12,-0.00
0.12,-0.00
0.12,-0.00
0.12,-0.00
0.08,-0.04
0.12,-0.00
0.12,-0.04
0.12,-0.04
0.12,-0.00
0.12,-0.04
0.08,-0.04
0.12,-0.00
0.08,-0.04
0.12,-0.00
0.12,0.51
0.16,2.06
0.12,2.66
0.12,3.02
0.12,3.18
0.12,3.22
0.12,3.30
0.16,3.30
0.08,3.26
0.08,3.30
0.12,3.30
0.12,3.34
0.12,3.30
0.12,3.34
0.12,3.34
0.12,3.30
0.12,3.34
0.16,3.34
0.12,3.30
0.12,3.34
0.12,3.34
0.12,3.34
0.12,3.30
0.12,3.34
0.12,3.34
0.12,-0.00
0.12,0.04
1.16,-0.00
2.28,-0.00
2.88,-0.00
3.12,-0.00
3.24,-0.00
3.32,-0.00
3.36,-0.00
3.36,-0.00
3.40,-0.00
3.36,-0.00
3.36,-0.04
3.40,-0.00
3.40,-0.00
3.36,-0.00
3.40,-0.00
3.40,-0.04
3.40,-0.00
3.40,-0.00
3.40,-0.00
3.40,-0.04
3.40,-0.00
3.40,-0.04
3.40,-0.08
3.40,-0.04
3.40,-0.04
3.40,-0.04
3.40,-0.00
3.40,-0.04
3.40,-0.04
3.40,-0.00
3.40,-0.04
3.44,-0.04
3.36,-0.08
3.40,-0.00
3.40,-0.04
3.40,-0.00
3.40,-0.04
3.40,-0.04
3.40,-0.00
3.40,-0.04
3.40,-0.04
3.40,-0.04
3.44,-0.04
3.40,-0.00
3.40,-0.00
3.44,-0.04
3.40,-0.04
3.36,-0.04
3.40,-0.04
3.40,-0.04
3.40,-0.04
3.40,-0.04
3.44,-0.04
3.40,-0.04
3.40,-0.04
3.44,-0.04
3.40,-0.04
0.12,-0.04
0.12,-0.00
0.08,-0.04
0.04,-0.00
0.04,-0.04
0.08,-0.04
0.08,-0.04
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.08,-0.00
-0.00,-0.12
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,1.15
0.04,2.26
0.04,2.82
0.04,3.06
0.04,3.18
0.04,3.26
0.04,3.26
0.08,3.30
0.04,3.30
0.04,3.30
0.04,3.30
0.04,3.30
0.04,3.34
0.04,3.30
0.04,3.30
0.04,3.30
0.04,3.30
0.04,3.34
0.04,3.34
0.04,3.34
0.08,3.34
0.04,3.30
0.04,3.34
0.08,3.38
0.04,3.30
0.08,0.04
0.04,0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
-0.00,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
-0.00,-0.04
0.04,1.15
0.08,2.30
0.04,2.78
0.04,3.06
0.04,3.22
0.04,3.26
0.08,3.30
-0.00,3.34
-0.00,3.26
0.04,3.30
0.04,3.34
0.04,3.30
0.08,3.30
0.04,3.34
0.04,3.34
0.04,3.30
0.04,3.34
0.04,3.34
0.08,3.34
0.04,3.30
0.04,3.34
0.04,3.34
0.04,3.34
0.04,3.30
0.04,3.34
0.04,0.04
0.04,0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,1.15
0.04,2.26
0.04,2.82
0.04,3.10
-0.00,3.18
0.04,3.26
0.04,3.30
0.04,3.30
0.04,3.30
0.04,3.30
0.04,3.34
0.04,3.30
0.04,3.34
0.04,3.34
0.04,3.30
0.04,3.30
0.04,3.34
0.04,3.30
0.04,3.34
0.04,3.34
-0.00,3.34
0.08,3.34
0.04,3.34
0.04,3.34
0.04,3.30
0.04,0.04
0.04,0.04
0.04,0.04
0.08,0.04
0.04,-0.00
0.04,-0.00
0.04,0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,1.15
0.04,2.26
0.04,2.82
0.08,3.10
0.04,3.22
0.04,3.26
0.08,3.30
0.04,3.34
0.04,3.30
0.08,3.30
0.04,3.34
0.04,3.34
0.04,3.34
0.04,3.30
0.04,3.34
-0.00,3.34
0.04,3.34
0.04,3.30
0.04,3.34
0.04,3.34
0.04,3.34
0.08,3.34
0.04,3.34
0.04,3.30
0.08,3.34
0.04,0.04
0.04,-0.00
0.08,0.04
0.04,-0.00
-0.00,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
-0.00,-0.04
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
-0.00,-0.08
0.04,-0.00
0.04,-0.00
0.08,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.08,-0.04
0.04,-0.00
0.04,-0.00
0.04,1.15
0.04,2.26
0.04,2.82
-0.00,3.06
0.04,3.18
0.04,3.26
0.04,3.30
0.04,3.30
0.04,3.34
-0.00,3.30
0.04,3.34
0.04,3.30
0.04,3.34
0.04,3.34
0.04,3.30
0.04,3.34
0.04,3.34
0.04,3.34
0.04,3.34
0.04,3.34
-0.00,3.34
0.04,3.34
0.04,3.34
0.04,3.34
0.04,3.34
-0.00,0.04
0.04,0.04
0.04,-0.00
-0.00,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
1.48,-0.00
2.48,-0.00
2.96,-0.04
3.16,-0.04
3.32,-0.00
3.36,-0.00
3.36,-0.00
3.36,-0.00
3.40,-0.04
3.40,-0.00
3.40,-0.00
3.36,-0.04
3.44,-0.04
3.40,-0.00
3.40,-0.00
3.40,-0.04
3.44,-0.04
3.44,-0.00
3.48,1.15
3.52,2.30
3.48,2.82
3.40,3.06
3.44,3.18
3.44,3.30
3.36,3.26
3.40,3.30
3.40,3.30
3.44,3.30
3.40,3.30
3.44,3.34
3.44,3.34
3.36,3.30
3.44,3.34
3.44,3.34
3.40,3.30
3.44,3.34
3.40,3.34
3.40,3.30
3.44,3.34
3.44,3.34
3.40,3.34
3.40,3.34
3.40,3.34
3.32,-0.00
3.36,0.04
3.36,0.04
3.40,0.04
3.44,-0.00
3.44,-0.00
3.40,-0.00
0.12,-0.00
0.08,-0.00
0.08,-0.00
0.12,0.04
0.08,-0.00
0.08,-0.00
0.08,-0.00
0.04,-0.00
0.08,-0.00
0.08,-0.04
0.08,-0.00
0.04,-0.00
0.08,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.08,-0.00
-0.00,-0.04
0.04,1.15
0.04,2.26
0.04,2.82
0.04,3.10
-0.00,3.22
0.04,3.26
0.04,3.34
0.08,3.30
0.04,3.30
0.04,3.30
0.08,3.34
0.04,3.34
0.04,3.30
0.04,3.34
0.04,3.34
0.04,3.30
0.04,3.34
0.04,3.34
0.04,3.30
0.04,3.34
0.04,3.34
0.04,3.34
0.04,3.30
0.04,3.34
0.04,3.30
0.04,0.04
0.04,0.04
0.04,-0.00
0.04,0.04
0.04,-0.00
0.04,-0.00
0.04,0.04
0.08,0.04
0.04,-0.00
0.04,-0.00
0.04,0.04
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.04
-0.00,-0.04
0.04,-0.04
0.08,1.15
0.04,2.26
0.04,2.78
0.08,3.06
0.04,3.22
0.04,3.30
0.08,3.30
0.04,3.30
0.04,3.34
0.08,3.30
0.08,3.30
-0.00,3.34
0.04,3.34
0.04,3.34
0.04,3.34
0.04,3.34
0.04,3.34
0.04,3.34
0.04,3.34
0.04,3.34
-0.00,3.34
0.04,3.30
0.04,3.34
0.08,3.34
0.04,3.34
0.04,0.04
0.04,0.04
-0.00,0.04
0.04,0.04
0.04,-0.00
0.04,-0.04
0.04,0.04
0.12,-0.00
0.12,-0.00
0.12,-0.00
0.12,-0.00
0.08,-0.00
0.08,-0.00
0.08,-0.00
0.12,-0.00
0.12,-0.00
0.12,-0.00
0.12,-0.00
0.08,-0.12
0.12,-0.04
0.12,-0.00
0.08,-0.04
0.12,-0.00
0.12,-0.00
0.12,-0.04
0.12,1.15
0.12,2.30
0.08,2.82
0.12,3.06
0.08,3.22
0.12,3.22
0.08,3.30
0.12,3.30
0.12,3.30
0.12,3.30
0.08,3.30
0.08,3.22
0.12,3.30
0.12,3.34
0.12,3.34
0.12,3.30
0.12,3.34
0.12,3.34
0.12,3.30
0.12,3.34
0.12,3.34
0.12,3.34
0.08,3.34
0.12,3.34
0.12,3.34
0.12,0.04
0.12,0.04
1.44,0.04
2.44,-0.00
2.92,-0.00
3.16,-0.00
3.28,-0.00
3.36,-0.04
3.36,-0.00
3.40,-0.00
3.40,-0.00
3.40,-0.00
3.40,-0.00
3.40,-0.00
3.36,-0.00
3.40,-0.00
3.40,-0.08
3.40,-0.04
3.40,-0.00
3.44,-0.00
3.40,-0.04
3.40,-0.00
3.40,-0.00
3.44,-0.00
3.40,-0.00
3.44,-0.00
3.40,-0.00
3.44,-0.04
3.44,-0.00
3.40,-0.04
3.44,-0.00
3.44,-0.00
3.40,-0.04
3.40,-0.00
3.44,-0.00
3.40,-0.04
3.40,-0.04
3.40,-0.00
3.44,-0.04
3.40,-0.04
3.44,-0.00
3.40,-0.04
3.40,-0.04
3.44,-0.04
3.40,-0.00
3.44,-0.04
3.44,-0.00
3.44,-0.04
3.44,-0.04
3.40,-0.04
3.44,-0.00
3.44,-0.04
3.44,-0.04
3.44,-0.04
3.44,-0.00
0.08,-0.04
0.12,-0.00
0.12,-0.00
0.08,-0.00
0.12,-0.00
0.08,-0.04
0.08,-0.04
-0.00,-0.12
0.12,0.04
0.12,-0.04
0.04,-0.00
0.08,-0.04
0.04,-0.00
0.08,-0.04
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,0.51
0.08,2.02
0.04,2.70
0.04,3.02
0.08,3.18
0.04,3.22
0.04,3.30
0.04,3.30
0.04,3.30
0.08,3.30
0.08,3.34
0.08,3.34
0.04,3.30
0.08,3.34
0.04,3.34
0.04,3.30
0.04,3.30
-0.00,3.30
-0.00,3.30
0.04,3.30
0.04,3.34
0.04,3.34
0.04,3.34
0.04,3.34
0.04,3.38
0.36,3.34
1.92,3.42
2.72,3.38
3.04,3.34
3.24,3.34
3.36,3.38
3.36,3.34
3.36,3.34
3.36,3.38
3.40,3.34
3.40,3.34
3.40,3.34
3.40,3.34
3.44,3.38
3.40,3.34
3.40,3.34
3.40,3.38
3.40,3.34
3.36,3.30
3.44,3.34
3.44,3.38
3.36,3.30
3.40,3.30
3.44,3.34
3.40,3.34
3.36,3.34
3.40,3.34
3.40,3.38
3.40,3.30
3.40,3.34
3.40,3.34
3.36,3.30
3.40,3.34
3.44,3.34
3.44,3.34
3.40,3.34
3.44,3.34
3.44,3.34
3.40,3.34
3.48,3.38
3.44,3.34
3.48,3.38
3.40,3.34
3.40,3.34
3.44,3.34
3.40,3.34
3.40,3.30
3.40,3.34
3.44,3.34
3.36,3.30
3.40,3.34
3.44,3.34
3.48,3.38
3.44,3.34
3.44,3.34
3.40,3.38
3.40,3.30
3.40,3.34
3.44,3.34
3.40,3.30
3.40,3.34
3.44,3.34
3.44,3.34
3.40,3.34
3.44,3.34
3.44,3.34
3.40,3.34
3.40,3.34
3.44,3.34
3.40,3.38
3.40,3.34
3.40,3.34
3.44,3.34
3.40,3.34
3.36,3.34
3.40,3.34
3.44,3.34
3.40,3.34
3.44,3.34
3.44,3.34
3.36,3.26
3.40,3.34
3.44,3.34
3.40,3.34
3.40,3.34
3.40,3.34
3.44,3.34
3.40,3.30
3.44,3.34
3.48,3.38
3.36,3.30
3.40,3.34
3.44,3.34
3.44,3.34
3.44,3.30
3.44,3.34
3.44,3.38
3.44,3.34
3.40,3.34
3.44,3.34
3.44,3.38
3.40,3.34
3.40,3.34
3.40,3.34
3.44,3.34
3.36,3.30
3.44,3.34
3.44,3.34
3.40,3.30
3.44,3.34
3.40,3.34
3.36,3.30
3.44,3.34
3.44,3.34
3.44,3.34
3.40,3.30
3.44,3.38
3.44,3.34
3.40,3.30
3.44,3.34
3.40,3.34
3.40,3.30
3.44,3.30
3.44,3.34
3.44,3.38
3.40,3.34
3.44,3.34
3.40,3.34
3.44,3.34
3.40,3.34
3.40,3.34
3.40,3.30
3.44,3.34
3.36,3.30
3.44,3.34
3.40,3.34
3.36,3.30
3.40,3.34
3.44,3.34
3.36,3.30
3.44,3.34
3.44,3.34
3.36,3.30
3.40,3.34
3.44,3.34
3.40,3.34
3.40,3.34
3.40,3.34
3.40,3.34
3.36,3.30
3.40,3.34
3.44,3.38
3.40,3.34
3.40,3.34
3.44,3.34
3.48,3.38
3.44,3.34
3.44,3.34
3.40,3.34
3.44,3.34
3.40,3.30
3.40,3.34
3.44,3.34
3.40,3.34
3.36,3.30
3.44,3.34
3.44,3.34
3.40,3.30
3.40,3.34
3.44,3.34
3.40,3.30
3.44,3.34
3.44,3.34
3.36,3.30
3.40,3.34
3.44,3.34
3.44,3.34
3.40,3.30
3.44,3.34
3.40,3.34
3.40,3.34
3.40,3.34
3.40,3.34
3.44,3.34
3.44,3.34
3.40,3.34
3.40,3.34
0.12,3.26
0.12,3.30
0.08,3.34
0.08,3.34
0.04,3.30
0.08,3.34
0.08,3.34
0.08,3.34
0.08,3.30
0.08,3.34
0.08,3.38
0.08,3.30
0.08,3.34
0.12,3.38
0.04,3.34
0.08,3.34
-0.00,3.34
0.08,3.30
0.08,3.34
0.04,3.34
0.04,3.34
0.08,3.34
0.04,3.34
0.04,3.34
0.04,3.34
0.08,0.08
0.04,0.04
0.08,0.04
0.04,0.04
0.04,-0.00
0.04,0.04
0.32,0.04
1.92,-0.00
2.68,-0.00
3.04,-0.00
3.20,-0.00
3.32,-0.00
3.36,0.04
3.40,-0.00
3.36,-0.00
3.40,-0.00
3.40,-0.00
3.36,-0.00
3.40,-0.00
3.36,-0.04
3.40,-0.00
3.40,-0.00
3.44,-0.04
3.44,-0.00
3.40,-0.00
3.48,1.63
3.52,2.54
3.48,2.90
3.44,3.14
3.44,3.22
3.44,3.30
3.44,3.30
3.40,3.30
3.44,3.34
3.44,3.34
3.36,3.30
3.40,3.30
3.40,3.30
3.36,3.26
3.40,3.30
3.40,3.34
3.44,3.30
3.36,3.30
3.40,3.30
3.40,3.34
3.40,3.30
3.48,3.30
3.44,3.34
3.40,3.30
3.40,3.30
3.36,0.04
3.36,0.04
3.36,0.04
3.44,0.04
3.40,-0.00
3.44,-0.00
-0.16,-0.08
0.12,-0.00
0.12,0.04
0.12,0.04
0.08,-0.00
0.12,-0.00
0.08,-0.00
0.08,-0.00
0.12,-0.00
0.12,0.04
0.08,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.08,-0.00
0.08,-0.00
0.08,1.63
0.04,2.50
0.08,2.90
0.08,3.14
0.04,3.22
0.04,3.30
0.04,3.30
0.04,3.34
0.04,3.30
0.08,3.34
0.08,3.34
0.04,3.34
0.04,3.30
0.08,3.30
0.08,3.34
0.04,3.34
0.04,3.34
0.04,3.34
0.08,3.34
0.04,3.30
0.08,3.34
0.04,3.34
0.04,3.30
0.04,3.30
0.04,3.34
0.04,0.04
0.04,-0.00
0.04,0.04
0.04,-0.00
0.04,0.04
0.08,0.04
0.32,-0.00
1.88,0.04
2.68,0.04
3.04,-0.00
3.20,-0.00
3.32,0.04
3.36,-0.00
3.36,-0.00
3.36,-0.00
3.40,-0.00
3.40,-0.00
3.40,-0.00
3.40,-0.04
3.48,-0.00
3.44,-0.00
3.40,0.04
3.40,-0.00
3.40,-0.00
3.40,-0.00
3.44,1.63
3.48,2.50
3.48,2.98
3.36,3.06
3.40,3.22
3.40,3.30
3.40,3.30
3.40,3.30
3.40,3.30
3.40,3.30
3.36,3.26
3.44,3.30
3.40,3.34
3.36,3.26
3.40,3.30
3.44,3.34
3.40,3.34
3.36,3.30
3.44,3.30
3.44,3.34
3.44,3.34
3.40,3.30
3.40,3.34
3.40,3.34
3.40,3.34
3.32,0.04
3.36,0.04
3.40,0.04
3.40,0.04
3.44,0.04
3.40,0.04
3.40,-0.00
3.40,-0.00
3.40,0.04
3.44,0.04
3.40,-0.00
3.44,-0.00
3.44,-0.00
3.36,-0.00
3.44,-0.00
3.44,-0.00
3.44,-0.00
3.40,-0.00
3.48,-0.04
3.40,-0.00
3.40,-0.00
3.44,-0.00
3.44,-0.04
3.44,-0.00
3.40,-0.00
3.52,1.63
3.52,2.50
3.44,2.90
3.44,3.14
3.44,3.22
3.48,3.26
3.36,3.26
3.40,3.30
3.44,3.30
3.36,3.26
3.40,3.30
3.40,3.30
3.36,3.30
3.40,3.30
3.44,3.34
3.40,3.30
3.40,3.30
3.40,3.30
3.40,3.34
3.36,3.30
3.44,3.34
3.40,3.34
3.40,3.30
3.36,3.30
3.44,3.34
3.36,0.04
3.36,0.04
3.36,0.04
3.40,-0.00
3.44,0.04
3.44,-0.00
3.44,-0.00
3.44,-0.04
3.40,0.04
3.40,-0.00
3.44,0.04
3.44,-0.00
3.40,-0.00
3.40,-0.00
3.44,-0.00
3.40,0.04
3.40,-0.00
3.40,-0.04
3.40,-0.04
3.44,-0.00
3.44,0.04
3.40,-0.00
3.44,-0.00
3.44,-0.00
3.44,-0.00
3.44,1.63
3.48,2.50
3.48,2.90
3.44,3.14
3.40,3.18
3.40,3.22
3.44,3.30
3.44,3.30
3.40,3.30
3.40,3.30
3.44,3.34
3.36,3.30
3.40,3.30
3.44,3.34
3.44,3.34
3.40,3.30
3.44,3.30
3.40,3.34
3.36,3.30
3.40,3.30
3.40,3.34
3.36,3.26
3.40,3.30
3.44,3.34
3.36,3.30
3.32,0.04
3.36,0.08
3.40,0.04
3.40,0.04
3.44,-0.00
3.40,-0.00
-0.16,-0.04
0.12,-0.00
0.12,-0.00
0.08,-0.00
0.08,0.04
0.08,-0.00
0.08,-0.00
0.08,-0.00
0.08,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.08,-0.00
0.08,-0.00
0.04,-0.04
0.08,-0.00
0.08,-0.00
0.08,-0.00
0.04,-0.00
0.08,1.63
0.12,2.50
0.04,2.90
0.08,3.14
0.08,3.26
0.08,3.30
0.04,3.30
0.08,3.34
0.04,3.34
0.04,3.30
0.08,3.34
0.04,3.30
0.04,3.34
0.04,3.30
0.04,3.30
0.08,3.34
0.04,3.34
0.04,3.30
0.04,3.34
0.04,3.34
0.08,3.30
0.04,3.30
0.08,3.34
0.04,3.34
0.08,3.30
0.04,0.08
0.08,0.04
0.08,-0.00
0.04,0.04
0.08,0.04
0.04,-0.00
0.04,0.04
0.04,0.04
0.04,-0.00
0.08,0.04
0.08,0.04
0.04,-0.00
0.04,-0.00
0.08,-0.00
-0.00,-0.04
0.08,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,1.63
0.04,2.50
0.08,2.90
0.08,3.14
0.04,3.22
0.04,3.22
0.08,3.30
0.04,3.30
0.08,3.30
0.08,3.30
0.04,3.34
0.04,3.30
0.08,3.34
0.04,3.30
0.04,3.34
0.08,3.30
0.04,3.30
0.04,3.34
0.08,3.34
0.04,3.30
0.08,3.30
0.04,3.34
0.04,3.34
0.08,3.30
0.04,3.34
0.08,0.04
-0.00,0.04
0.04,0.04
0.04,-0.00
0.04,0.04
0.08,-0.00
0.32,0.04
1.88,-0.00
2.64,-0.00
3.04,-0.00
3.24,-0.00
3.28,-0.00
3.36,-0.00
3.36,-0.00
3.36,-0.00
3.40,0.04
3.36,-0.04
3.36,-0.00
3.36,-0.00
3.36,-0.00
3.40,-0.00
3.36,-0.00
3.40,-0.00
